Sample.Name,Pop,Pop_Type,Variety
ZFONF120,Ocala 1,Wild,umbrosa
ZFONF121,Ocala 1,Wild,umbrosa
ZFONF122,Ocala 1,Wild,umbrosa
ZFONF123,Ocala 1,Wild,umbrosa
ZFONF124,Ocala 1,Wild,umbrosa
ZFONF125,Ocala 1,Wild,umbrosa
ZFONF126,Ocala 1,Wild,umbrosa
ZFONF201,Ocala 2,Wild,umbrosa
ZFONF202,Ocala 2,Wild,umbrosa
ZFONF203,Ocala 2,Wild,umbrosa
ZFONF204,Ocala 2,Wild,umbrosa
ZFONF206,Ocala 2,Wild,umbrosa
ZFONF207,Ocala 2,Wild,umbrosa
ZFONF208,Ocala 2,Wild,umbrosa
ZFONF209,Ocala 2,Wild,umbrosa
ZFONF210,Ocala 2,Wild,umbrosa
ZFONF211,Ocala 2,Wild,umbrosa
ZFONF212,Ocala 2,Wild,umbrosa
ZFONF214,Ocala 2,Wild,umbrosa
ZFONF215,Ocala 2,Wild,umbrosa
ZFONF216,Ocala 2,Wild,umbrosa
ZFONF217,Ocala 2,Wild,umbrosa
ZFONF218,Ocala 2,Wild,umbrosa
ZFONF219,Ocala 2,Wild,umbrosa
ZFONF220,Ocala 2,Wild,umbrosa
ZFONF222,Ocala 2,Wild,umbrosa
ZFONF223,Ocala 2,Wild,umbrosa
ZFONF224,Ocala 2,Wild,umbrosa
ZFONF225,Ocala 2,Wild,umbrosa
ZFONF226,Ocala 2,Wild,umbrosa
ZFONF227,Ocala 2,Wild,umbrosa
ZFONF228,Ocala 2,Wild,umbrosa
ZFONF230,Ocala 2,Wild,umbrosa
ZFONF231,Ocala 2,Wild,umbrosa
ZFONF232,Ocala 2,Wild,umbrosa
ZFONF233,Ocala 2,Wild,umbrosa
ZFONF234,Ocala 2,Wild,umbrosa
ZFONF235,Ocala 2,Wild,umbrosa
ZFONF236,Ocala 2,Wild,umbrosa
ZFONF238,Ocala 2,Wild,umbrosa
ZFONF239,Ocala 2,Wild,umbrosa
ZFONF240,Ocala 2,Wild,umbrosa
ZFONF241,Ocala 2,Wild,umbrosa
ZFONF242,Ocala 2,Wild,umbrosa
ZFONF243,Ocala 2,Wild,umbrosa
ZFONF244,Ocala 2,Wild,umbrosa
ZFONF245,Ocala 2,Wild,umbrosa
ZFOS01,Oscar Scherer ,Wild,integrifolia
ZFOS02,Oscar Scherer ,Wild,integrifolia
ZFOS03,Oscar Scherer ,Wild,integrifolia
ZFOS04,Oscar Scherer ,Wild,integrifolia
ZFOS05,Oscar Scherer ,Wild,integrifolia
ZFOS06,Oscar Scherer ,Wild,integrifolia
ZFOS07,Oscar Scherer ,Wild,integrifolia
ZFOS08,Oscar Scherer ,Wild,integrifolia
ZFOS09,Oscar Scherer ,Wild,integrifolia
ZFOS10,Oscar Scherer ,Wild,integrifolia
ZFOS11,Oscar Scherer ,Wild,integrifolia
ZFOS12,Oscar Scherer ,Wild,integrifolia
ZFOS13,Oscar Scherer ,Wild,integrifolia
ZFOS14,Oscar Scherer ,Wild,integrifolia
ZFOS15,Oscar Scherer ,Wild,integrifolia
ZFOS16,Oscar Scherer ,Wild,integrifolia
ZFOS17,Oscar Scherer ,Wild,integrifolia
ZFOS18,Oscar Scherer ,Wild,integrifolia
ZFOS19,Oscar Scherer ,Wild,integrifolia
ZFOS20,Oscar Scherer ,Wild,integrifolia
ZFOS21,Oscar Scherer ,Wild,integrifolia
ZFOS22,Oscar Scherer ,Wild,integrifolia
ZFOS23,Oscar Scherer ,Wild,integrifolia
ZFOS24,Oscar Scherer ,Wild,integrifolia
ZFOS25,Oscar Scherer ,Wild,integrifolia
ZFOS26,Oscar Scherer ,Wild,integrifolia
ZFOS27,Oscar Scherer ,Wild,integrifolia
ZFOS28,Oscar Scherer ,Wild,integrifolia
ZFOS29,Oscar Scherer ,Wild,integrifolia
ZFOS30,Oscar Scherer ,Wild,integrifolia
ZFOS31,Oscar Scherer ,Wild,integrifolia
ZFOS32,Oscar Scherer ,Wild,integrifolia
ZFPB01,Palm Beach,Wild,integrifolia
ZFPB02,Palm Beach,Wild,integrifolia
ZFPB03,Palm Beach,Wild,integrifolia
ZFPB05,Palm Beach,Wild,integrifolia
ZFPB06,Palm Beach,Wild,integrifolia
ZFPB07,Palm Beach,Wild,integrifolia
ZFPB08,Palm Beach,Wild,integrifolia
ZFPB10,Palm Beach,Wild,integrifolia
ZFPB11,Palm Beach,Wild,integrifolia
ZFPB12,Palm Beach,Wild,integrifolia
ZFPB13,Palm Beach,Wild,integrifolia
ZFPB14,Palm Beach,Wild,integrifolia
ZFPB15,Palm Beach,Wild,integrifolia
ZFPB17,Palm Beach,Wild,integrifolia
ZFPB18,Palm Beach,Wild,integrifolia
ZFPB19,Palm Beach,Wild,integrifolia
ZFPB20,Palm Beach,Wild,integrifolia
ZFPB21,Palm Beach,Wild,integrifolia
ZFPB22,Palm Beach,Wild,integrifolia
ZFPB23,Palm Beach,Wild,integrifolia
ZFSF01,San Felasco,Wild,integrifolia
ZFSF02,San Felasco,Wild,integrifolia
ZFSF03,San Felasco,Wild,integrifolia
ZFSF04,San Felasco,Wild,integrifolia
ZFSW101,Suwannee 1,Wild,integrifolia
ZFSW102,Suwannee 1,Wild,integrifolia
ZFSW103,Suwannee 1,Wild,integrifolia
ZFSW104,Suwannee 1,Wild,integrifolia
ZFSW105,Suwannee 1,Wild,integrifolia
ZFSW106,Suwannee 1,Wild,integrifolia
ZFSW107,Suwannee 1,Wild,integrifolia
ZFSW108,Suwannee 1,Wild,integrifolia
ZFSW109,Suwannee 1,Wild,integrifolia
ZFSW110,Suwannee 1,Wild,integrifolia
ZFSW111,Suwannee 1,Wild,integrifolia
ZFSW112,Suwannee 1,Wild,integrifolia
ZFSW113,Suwannee 1,Wild,integrifolia
ZFSW114,Suwannee 1,Wild,integrifolia
ZFSW115,Suwannee 1,Wild,integrifolia
ZFSW116,Suwannee 1,Wild,integrifolia
ZFSW117,Suwannee 1,Wild,integrifolia
ZFSW119,Suwannee 1,Wild,integrifolia
ZFSW120,Suwannee 1,Wild,integrifolia
ZFSW121,Suwannee 1,Wild,integrifolia
ZFSW122,Suwannee 1,Wild,integrifolia
ZFSW123,Suwannee 1,Wild,integrifolia
ZFSW124,Suwannee 1,Wild,integrifolia
ZFSW201,Suwannee 2,Wild,integrifolia
ZFSW202,Suwannee 2,Wild,integrifolia
ZFSW203,Suwannee 2,Wild,integrifolia
ZFSW204,Suwannee 2,Wild,integrifolia
ZFSW205,Suwannee 2,Wild,integrifolia
ZFSW206,Suwannee 2,Wild,integrifolia
ZFSW207,Suwannee 2,Wild,integrifolia
ZFSW208,Suwannee 2,Wild,integrifolia
ZFSW209,Suwannee 2,Wild,integrifolia
ZFSW210,Suwannee 2,Wild,integrifolia
ZFSW211,Suwannee 2,Wild,integrifolia
ZFSW212,Suwannee 2,Wild,integrifolia
ZFSW213,Suwannee 2,Wild,integrifolia
ZFSW214,Suwannee 2,Wild,integrifolia
ZFSW215,Suwannee 2,Wild,integrifolia
ZFSW216,Suwannee 2,Wild,integrifolia
ZFSW217,Suwannee 2,Wild,integrifolia
ZFSW218,Suwannee 2,Wild,integrifolia
ZFSW219,Suwannee 2,Wild,integrifolia
ZFSW220,Suwannee 2,Wild,integrifolia
ZFSW221,Suwannee 2,Wild,integrifolia
ZFSW222,Suwannee 2,Wild,integrifolia
ZFSW223,Suwannee 2,Wild,integrifolia
ZFSW224,Suwannee 2,Wild,integrifolia
ZFSW225,Suwannee 2,Wild,integrifolia
ZFSW226,Suwannee 2,Wild,integrifolia
ZFSW227,Suwannee 2,Wild,integrifolia
ZFSW229,Suwannee 2,Wild,integrifolia
ZFSW230,Suwannee 2,Wild,integrifolia
ZFSW231,Suwannee 2,Wild,integrifolia
ZFSW232,Suwannee 2,Wild,integrifolia
ZFSW233,Suwannee 2,Wild,integrifolia
ZFSW234,Suwannee 2,Wild,integrifolia
ZFSW235,Suwannee 2,Wild,integrifolia
ZFSW236,Suwannee 2,Wild,integrifolia
ZFSW237,Suwannee 2,Wild,integrifolia
ZFSW238,Suwannee 2,Wild,integrifolia
ZFSW239,Suwannee 2,Wild,integrifolia
ZFSW240,Suwannee 2,Wild,integrifolia
ZFTS01,Tide Swamp,Wild,integrifolia
ZFTS02,Tide Swamp,Wild,integrifolia
ZFTS03,Tide Swamp,Wild,integrifolia
ZFTS04,Tide Swamp,Wild,integrifolia
ZFTS05,Tide Swamp,Wild,integrifolia
ZFTS07,Tide Swamp,Wild,integrifolia
ZFTS08,Tide Swamp,Wild,integrifolia
ZFTS09,Tide Swamp,Wild,integrifolia
ZFTS10,Tide Swamp,Wild,integrifolia
ZFTS11,Tide Swamp,Wild,integrifolia
ZFTS12,Tide Swamp,Wild,integrifolia
ZFTS14,Tide Swamp,Wild,integrifolia
ZFTS15,Tide Swamp,Wild,integrifolia
ZFTS16,Tide Swamp,Wild,integrifolia
ZFTS17,Tide Swamp,Wild,integrifolia
ZFTS18,Tide Swamp,Wild,integrifolia
ZFTS19,Tide Swamp,Wild,integrifolia
ZFTS20,Tide Swamp,Wild,integrifolia
ZFTS21,Tide Swamp,Wild,integrifolia
ZFTS22,Tide Swamp,Wild,integrifolia
ZFTS23,Tide Swamp,Wild,integrifolia
ZFTS24,Tide Swamp,Wild,integrifolia
ZFTS25,Tide Swamp,Wild,integrifolia
ZFTS26,Tide Swamp,Wild,integrifolia
ZFTS27,Tide Swamp,Wild,integrifolia
ZFTS28,Tide Swamp,Wild,integrifolia
ZFTS29,Tide Swamp,Wild,integrifolia
ZFTS30,Tide Swamp,Wild,integrifolia
ZFTS31,Tide Swamp,Wild,integrifolia
ZFTS32,Tide Swamp,Wild,integrifolia
ZFTS33,Tide Swamp,Wild,integrifolia
ZFTS34,Tide Swamp,Wild,integrifolia
ZFTS35,Tide Swamp,Wild,integrifolia
ZFTS36,Tide Swamp,Wild,integrifolia
ZFTS37,Tide Swamp,Wild,integrifolia
ZFTS38,Tide Swamp,Wild,integrifolia
ZFTS39,Tide Swamp,Wild,integrifolia
ZFTS40,Tide Swamp,Wild,integrifolia
ZFTSP101,Tomoka 1,Wild,umbrosa
ZFTSP102,Tomoka 1,Wild,umbrosa
ZFTSP103,Tomoka 1,Wild,umbrosa
ZFTSP104,Tomoka 1,Wild,umbrosa
ZFTSP105,Tomoka 1,Wild,umbrosa
ZFTSP106,Tomoka 1,Wild,umbrosa
ZFTSP107,Tomoka 1,Wild,umbrosa
ZFTSP108,Tomoka 1,Wild,umbrosa
ZFTSP109,Tomoka 1,Wild,umbrosa
ZFTSP110,Tomoka 1,Wild,umbrosa
ZFTSP111,Tomoka 1,Wild,umbrosa
ZFTSP112,Tomoka 1,Wild,umbrosa
ZFTSP113,Tomoka 1,Wild,umbrosa
ZFTSP114,Tomoka 1,Wild,umbrosa
ZFTSP115,Tomoka 1,Wild,umbrosa
ZFTSP116,Tomoka 1,Wild,umbrosa
ZFTSP117,Tomoka 1,Wild,umbrosa
ZFTSP118,Tomoka 1,Wild,umbrosa
ZFTSP119,Tomoka 1,Wild,umbrosa
ZFTSP120,Tomoka 1,Wild,umbrosa
ZFTSP121,Tomoka 1,Wild,umbrosa
ZFTSP122,Tomoka 1,Wild,umbrosa
ZFTSP123,Tomoka 1,Wild,umbrosa
ZFTSP124,Tomoka 1,Wild,umbrosa
ZFTSP125,Tomoka 1,Wild,umbrosa
ZFTSP126,Tomoka 1,Wild,umbrosa
ZFTSP127,Tomoka 1,Wild,umbrosa
ZFTSP128,Tomoka 1,Wild,umbrosa
ZFTSP129,Tomoka 1,Wild,umbrosa
ZFTSP130,Tomoka 1,Wild,umbrosa
ZFTSP131,Tomoka 1,Wild,umbrosa
ZFTSP132,Tomoka 1,Wild,umbrosa
ZFTSP133,Tomoka 1,Wild,umbrosa
ZFTSP134,Tomoka 1,Wild,umbrosa
ZFTSP135,Tomoka 1,Wild,umbrosa
ZFTSP136,Tomoka 1,Wild,umbrosa
ZFTSP137,Tomoka 1,Wild,umbrosa
ZFTSP138,Tomoka 1,Wild,umbrosa
ZFTSP139,Tomoka 1,Wild,umbrosa
ZFTSP140,Tomoka 1,Wild,umbrosa
ZFTSP141,Tomoka 1,Wild,umbrosa
ZFTSP142,Tomoka 1,Wild,umbrosa
ZFTSP143,Tomoka 1,Wild,umbrosa
ZFTSP144,Tomoka 1,Wild,umbrosa
ZFTSP145,Tomoka 1,Wild,umbrosa
ZFTSP201,Tomoka 2,Wild,umbrosa
ZFTSP202,Tomoka 2,Wild,umbrosa
ZFTSP203,Tomoka 2,Wild,umbrosa
ZFTSP204,Tomoka 2,Wild,umbrosa
ZFTSP205,Tomoka 2,Wild,umbrosa
ZFTSP206,Tomoka 2,Wild,umbrosa
ZFTSP207,Tomoka 2,Wild,umbrosa
ZFTSP208,Tomoka 2,Wild,umbrosa
ZFTSP209,Tomoka 2,Wild,umbrosa
ZFTSP210,Tomoka 2,Wild,umbrosa
ZFTSP211,Tomoka 2,Wild,umbrosa
ZFTSP212,Tomoka 2,Wild,umbrosa
ZFTSP213,Tomoka 2,Wild,umbrosa
ZFTSP214,Tomoka 2,Wild,umbrosa
ZFTSP215,Tomoka 2,Wild,umbrosa
ZFTSP216,Tomoka 2,Wild,umbrosa
ZFTSP217,Tomoka 2,Wild,umbrosa
ZFTSP218,Tomoka 2,Wild,umbrosa
ZFTSP219,Tomoka 2,Wild,umbrosa
ZFTSP220,Tomoka 2,Wild,umbrosa
ZFTSP221,Tomoka 2,Wild,umbrosa
ZFTSP222,Tomoka 2,Wild,umbrosa
ZFTSP223,Tomoka 2,Wild,umbrosa
ZFTSP224,Tomoka 2,Wild,umbrosa
ZFTSP225,Tomoka 2,Wild,umbrosa
ZFTSP226,Tomoka 2,Wild,umbrosa
ZFTSP227,Tomoka 2,Wild,umbrosa
ZFTSP228,Tomoka 2,Wild,umbrosa
ZFW01,Waccassassa,Wild,integrifolia
ZFW02,Waccassassa,Wild,integrifolia
ZFW03,Waccassassa,Wild,integrifolia
ZFW04,Waccassassa,Wild,integrifolia
ZFW05,Waccassassa,Wild,integrifolia
ZFW06,Waccassassa,Wild,integrifolia
ZFWB01,Werner-Boyce,Wild,integrifolia
ZFWB02,Werner-Boyce,Wild,integrifolia
ZFWB03,Werner-Boyce,Wild,integrifolia
ZFWB05,Werner-Boyce,Wild,integrifolia
ZFWB06,Werner-Boyce,Wild,integrifolia
ZFWB07,Werner-Boyce,Wild,integrifolia
ZFWB10,Werner-Boyce,Wild,integrifolia
ZFWB11,Werner-Boyce,Wild,integrifolia
ZFWB12,Werner-Boyce,Wild,integrifolia
ZFWB13,Werner-Boyce,Wild,integrifolia
ZFWB14,Werner-Boyce,Wild,integrifolia
ZFWB15,Werner-Boyce,Wild,integrifolia
ZFWB18,Werner-Boyce,Wild,integrifolia
ZFWB19,Werner-Boyce,Wild,integrifolia
ZFWB20,Werner-Boyce,Wild,integrifolia
ZFWB21,Werner-Boyce,Wild,integrifolia
ZFWB22,Werner-Boyce,Wild,integrifolia
ZFWB23,Werner-Boyce,Wild,integrifolia
ZFWB24,Werner-Boyce,Wild,integrifolia
ZFWB25,Werner-Boyce,Wild,integrifolia
ZFWB26,Werner-Boyce,Wild,integrifolia
ZFWB27,Werner-Boyce,Wild,integrifolia
ZFWB29,Werner-Boyce,Wild,integrifolia
ZFWB30,Werner-Boyce,Wild,integrifolia
ZFWB31,Werner-Boyce,Wild,integrifolia
ZFWB32,Werner-Boyce,Wild,integrifolia
ZFWB35,Werner-Boyce,Wild,integrifolia
ZFWB36,Werner-Boyce,Wild,integrifolia
ZFWB37,Werner-Boyce,Wild,integrifolia
ZFWB38,Werner-Boyce,Wild,integrifolia
ZFWB39,Werner-Boyce,Wild,integrifolia
ZFWB40,Werner-Boyce,Wild,integrifolia
ZFWB41,Werner-Boyce,Wild,integrifolia
ZFWB42,Werner-Boyce,Wild,integrifolia
ZFWB43,Werner-Boyce,Wild,integrifolia
ZFWB44,Werner-Boyce,Wild,integrifolia
ZFWB46,Werner-Boyce,Wild,integrifolia
ZFWB47,Werner-Boyce,Wild,integrifolia
ZFWB48,Werner-Boyce,Wild,integrifolia
ZFWB49,Werner-Boyce,Wild,integrifolia
ZCF01,Chapman Field,Wild,integrifolia
ZCF02,Chapman Field,Wild,integrifolia
ZCF03,Chapman Field,Wild,integrifolia
ZCF04,Chapman Field,Wild,integrifolia
ZCF05,Chapman Field,Wild,integrifolia
ZCF06,Chapman Field,Wild,integrifolia
ZCF07,Chapman Field,Wild,integrifolia
ZCF08,Chapman Field,Wild,integrifolia
ZCF09,Chapman Field,Wild,integrifolia
ZCF10,Chapman Field,Wild,integrifolia
ZCF11,Chapman Field,Wild,integrifolia
ZCF12,Chapman Field,Wild,integrifolia
ZCF13,Chapman Field,Wild,integrifolia
ZCF14,Chapman Field,Wild,integrifolia
ZCF15,Chapman Field,Wild,integrifolia
ZCF16,Chapman Field,Wild,integrifolia
ZCF17,Chapman Field,Wild,integrifolia
ZCF18,Chapman Field,Wild,integrifolia
ZCF19,Chapman Field,Wild,integrifolia
ZCF20,Chapman Field,Wild,integrifolia
ZCF21,Chapman Field,Wild,integrifolia
ZCF22,Chapman Field,Wild,integrifolia
ZCF23,Chapman Field,Wild,integrifolia
ZCF24,Chapman Field,Wild,integrifolia
ZCF25,Chapman Field,Wild,integrifolia
ZCF26,Chapman Field,Wild,integrifolia
ZCF27,Chapman Field,Wild,integrifolia
ZCF28,Chapman Field,Wild,integrifolia
ZCF29,Chapman Field,Wild,integrifolia
ZCF30,Chapman Field,Wild,integrifolia
ZCF31,Chapman Field,Wild,integrifolia
ZCF32,Chapman Field,Wild,integrifolia
ZCF33,Chapman Field,Wild,integrifolia
ZCF34,Chapman Field,Wild,integrifolia
ZCF35,Chapman Field,Wild,integrifolia
ZCF36,Chapman Field,Wild,integrifolia
ZCF37,Chapman Field,Wild,integrifolia
ZCF38,Chapman Field,Wild,integrifolia
ZCF39,Chapman Field,Wild,integrifolia
ZCF40,Chapman Field,Wild,integrifolia
ZCF41,Chapman Field,Wild,integrifolia
ZCF42,Chapman Field,Wild,integrifolia
